날짜,일별_총전력(MWh)
2013-01-01,8148.96
2013-01-02,9253.83
2013-01-03,10889.43
2013-01-04,10739.19
2013-01-05,9278.93
2013-01-06,8756.74
2013-01-07,10689.63
2013-01-08,9837.89
2013-01-09,10272.23
2013-01-10,10125.16
2013-01-11,9924.85
2013-01-12,8778.53
2013-01-13,8415.74
2013-01-14,9119.07
2013-01-15,9518.85
2013-01-16,9392.66
2013-01-17,9923.19
2013-01-18,9854.14
2013-01-19,9171.94
2013-01-20,8850.19
2013-01-21,9211.18
2013-01-22,9220.86
2013-01-23,9405.81
2013-01-24,9595.83
2013-01-25,9697.69
2013-01-26,9939.41
2013-01-27,8997.41
2013-01-28,9534.03
2013-01-29,9379.21
2013-01-30,9089.66
2013-01-31,8773.81
2013-02-01,8555.24
2013-02-02,8199.65
2013-02-03,8101.52
2013-02-04,8551.42
2013-02-05,9164.06
2013-02-06,9231.86
2013-02-07,9949.85
2013-02-08,10417.21
2013-02-09,8783.01
2013-02-10,7505.27
2013-02-11,7855.05
2013-02-12,9291.8
2013-02-13,9530.53
2013-02-14,9582.13
2013-02-15,9367.71
2013-02-16,9037.54
2013-02-17,8669.54
2013-02-18,9297.05
2013-02-19,9747.57
2013-02-20,9971.51
2013-02-21,9857.26
2013-02-22,9529.73
2013-02-23,8795.01
2013-02-24,8376.79
2013-02-25,8966.38
2013-02-26,8920.93
2013-02-27,8495.88
2013-02-28,8278.61
2013-03-01,8819.46
2013-03-02,8755.17
2013-03-03,8212.16
2013-03-04,8754.53
2013-03-05,8714.08
2013-03-06,8393.42
2013-03-07,7956.49
2013-03-08,8042.47
2013-03-09,8582.08
2013-03-10,7365.84
2013-03-11,8113.62
2013-03-12,7769.36
2013-03-13,8278.48
2013-03-14,8446.65
2013-03-15,8533.96
2013-03-16,7984.29
2013-03-17,7614.28
2013-03-18,7914.45
2013-03-19,7978.22
2013-03-20,8118.63
2013-03-21,8618.27
2013-03-22,8753.02
2013-03-23,7978.02
2013-03-24,7565.81
2013-03-25,8660.21
2013-03-26,8670.7
2013-03-27,8288.32
2013-03-28,8161.55
2013-03-29,8176.86
2013-03-30,7915.75
2013-03-31,7293.12
2013-04-01,7861.59
2013-04-02,8826.06
2013-04-03,8195.64
2013-04-04,7265.95
2013-04-05,7760.17
2013-04-06,7919.11
2013-04-07,7851.96
2013-04-08,8186.62
2013-04-09,8340.77
2013-04-10,9289.03
2013-04-11,8356.01
2013-04-12,8789.8
2013-04-13,7860.23
2013-04-14,7081.0
2013-04-15,7951.76
2013-04-16,7407.62
2013-04-17,7235.12
2013-04-18,7481.19
2013-04-19,7629.94
2013-04-20,7941.0
2013-04-21,7339.0
2013-04-22,7980.35
2013-04-23,9043.05
2013-04-24,8438.21
2013-04-25,8701.45
2013-04-26,8299.21
2013-04-27,7380.6
2013-04-28,6685.72
2013-04-29,7032.32
2013-04-30,7204.42
2013-05-01,6949.93
2013-05-02,7532.55
2013-05-03,7360.89
2013-05-04,7031.32
2013-05-05,7812.86
2013-05-06,8837.25
2013-05-07,8756.58
2013-05-08,8612.65
2013-05-09,8547.64
2013-05-10,8456.41
2013-05-11,7868.87
2013-05-12,8413.92
2013-05-13,9005.08
2013-05-14,8941.05
2013-05-15,8927.45
2013-05-16,9642.86
2013-05-17,9826.67
2013-05-18,9963.47
2013-05-19,9464.5
2013-05-20,10057.5
2013-05-21,10172.4
2013-05-22,9887.85
2013-05-23,9186.29
2013-05-24,9237.73
2013-05-25,8899.0
2013-05-26,8355.22
2013-05-27,8494.79
2013-05-28,8334.49
2013-05-29,8490.58
2013-05-30,8179.51
2013-05-31,7033.82
2013-06-01,6358.02
2013-06-02,6084.99
2013-06-03,8309.01
2013-06-04,8817.42
2013-06-05,7889.79
2013-06-06,6517.94
2013-06-07,7957.2
2013-06-08,6389.14
2013-06-09,6019.91
2013-06-10,7135.44
2013-06-11,6770.44
2013-06-12,6700.67
2013-06-13,6730.43
2013-06-14,6770.89
2013-06-15,6806.75
2013-06-16,6532.87
2013-06-17,7143.6
2013-06-18,7530.72
2013-06-19,7635.35
2013-06-20,7492.5
2013-06-21,7379.63
2013-06-22,6731.75
2013-06-23,6402.04
2013-06-24,6904.94
2013-06-25,6984.42
2013-06-26,7208.6
2013-06-27,6987.47
2013-06-28,7233.54
2013-06-29,7002.08
2013-06-30,6662.84
2013-07-01,7712.23
2013-07-02,8439.15
2013-07-03,8496.34
2013-07-04,8359.4
2013-07-05,8321.23
2013-07-06,7309.51
2013-07-07,7425.35
2013-07-08,8518.35
2013-07-09,9085.47
2013-07-10,9032.96
2013-07-11,8993.26
2013-07-12,9054.91
2013-07-13,8889.05
2013-07-14,8460.44
2013-07-15,9189.65
2013-07-16,9164.49
2013-07-17,9334.24
2013-07-18,9500.03
2013-07-19,9517.46
2013-07-20,8924.83
2013-07-21,8482.57
2013-07-22,9354.32
2013-07-23,9360.11
2013-07-24,9497.63
2013-07-25,8674.54
2013-07-26,8142.23
2013-07-27,7542.72
2013-07-28,7496.36
2013-07-29,8964.5
2013-07-30,10150.71
2013-07-31,9806.52
2013-08-01,9146.69
2013-08-02,9313.84
2013-08-03,8254.24
2013-08-04,8284.31
2013-08-05,9171.09
2013-08-06,9719.6
2013-08-07,9637.32
2013-08-08,9825.53
2013-08-09,9930.46
2013-08-10,9560.13
2013-08-11,8866.59
2013-08-12,10311.09
2013-08-13,9786.07
2013-08-14,9851.94
2013-08-15,8927.88
2013-08-16,9672.89
2013-08-17,9151.3
2013-08-18,8944.49
2013-08-19,9548.85
2013-08-20,9657.43
2013-08-21,9645.85
2013-08-22,9890.41
2013-08-23,9324.04
2013-08-24,8514.3
2013-08-25,7964.22
2013-08-26,8003.09
2013-08-27,7768.18
2013-08-28,7965.35
2013-08-29,8897.26
2013-08-30,8180.72
2013-08-31,7087.44
2013-09-01,6367.96
2013-09-02,7217.01
2013-09-03,7061.83
2013-09-04,7005.65
2013-09-05,6748.0
2013-09-06,6711.29
2013-09-07,6223.63
2013-09-08,5968.83
2013-09-09,6679.61
2013-09-10,6916.13
2013-09-11,7352.48
2013-09-12,7757.8
2013-09-13,7921.94
2013-09-14,7034.31
2013-09-15,6588.46
2013-09-16,6854.97
2013-09-17,6650.42
2013-09-18,6834.5
2013-09-19,5921.16
2013-09-20,6242.01
2013-09-21,6295.37
2013-09-22,6286.34
2013-09-23,6853.67
2013-09-24,7075.93
2013-09-25,6469.72
2013-09-26,6411.56
2013-09-27,6235.65
2013-09-28,6264.5
2013-09-29,5967.43
2013-09-30,6393.12
2013-10-01,6455.24
2013-10-02,6586.54
2013-10-03,6296.81
2013-10-04,6671.91
2013-10-05,6673.52
2013-10-06,6505.21
2013-10-07,7136.62
2013-10-08,7154.06
2013-10-09,6516.76
2013-10-10,7248.46
2013-10-11,6886.36
2013-10-12,6374.57
2013-10-13,6121.48
2013-10-14,6714.51
2013-10-15,6775.16
2013-10-16,6670.88
2013-10-17,6629.32
2013-10-18,6681.8
2013-10-19,6485.64
2013-10-20,6112.06
2013-10-21,7291.46
2013-10-22,7044.88
2013-10-23,7209.42
2013-10-24,7148.5
2013-10-25,7032.56
2013-10-26,6904.34
2013-10-27,6665.97
2013-10-28,7203.53
2013-10-29,7238.45
2013-10-30,7312.26
2013-10-31,7224.13
2013-11-01,6602.58
2013-11-02,6353.8
2013-11-03,6035.01
2013-11-04,6625.64
2013-11-05,6594.56
2013-11-06,6630.23
2013-11-07,6637.58
2013-11-08,6627.72
2013-11-09,6626.38
2013-11-10,7046.77
2013-11-11,7793.03
2013-11-12,7844.32
2013-11-13,7843.12
2013-11-14,7285.95
2013-11-15,6952.12
2013-11-16,6709.41
2013-11-17,7070.84
2013-11-18,7654.24
2013-11-19,8558.36
2013-11-20,8364.11
2013-11-21,7662.94
2013-11-22,7563.8
2013-11-23,7185.18
2013-11-24,6946.17
2013-11-25,7896.5
2013-11-26,7580.24
2013-11-27,7943.64
2013-11-28,8863.49
2013-11-29,8578.91
2013-11-30,7718.84
2013-12-01,7155.37
2013-12-02,7895.29
2013-12-03,7886.68
2013-12-04,7888.44
2013-12-05,8005.99
2013-12-06,7971.13
2013-12-07,7770.59
2013-12-08,7587.45
2013-12-09,8045.75
2013-12-10,8452.22
2013-12-11,8613.3
2013-12-12,8422.11
2013-12-13,8524.44
2013-12-14,8164.96
2013-12-15,7734.78
2013-12-16,8567.47
2013-12-17,8807.89
2013-12-18,8636.75
2013-12-19,9111.43
2013-12-20,9213.91
2013-12-21,8803.53
2013-12-22,8301.43
2013-12-23,9175.45
2013-12-24,9065.91
2013-12-25,8483.24
2013-12-26,8997.84
2013-12-27,9761.56
2013-12-28,9253.55
2013-12-29,8627.2
2013-12-30,9331.93
2013-12-31,8696.7
2014-01-01,7556.23
2014-01-02,8646.33
2014-01-03,8721.77
2014-01-04,8392.56
2014-01-05,8202.2
2014-01-06,9180.2
2014-01-07,8993.19
2014-01-08,9485.75
2014-01-09,10376.33
2014-01-10,9938.7
2014-01-11,9180.61
2014-01-12,8804.02
2014-01-13,10263.3
2014-01-14,9998.02
2014-01-15,10119.31
2014-01-16,9944.69
2014-01-17,9817.64
2014-01-18,9396.24
2014-01-19,8871.78
2014-01-20,9465.3
2014-01-21,10324.11
2014-01-22,10205.45
2014-01-23,9750.96
2014-01-24,9088.49
2014-01-25,8263.3
2014-01-26,8426.71
2014-01-27,9267.21
2014-01-28,9008.14
2014-01-29,8582.2
2014-01-30,7437.84
2014-01-31,6725.56
2014-02-01,6651.39
2014-02-02,6721.96
2014-02-03,8167.86
2014-02-04,9722.96
2014-02-05,10062.98
2014-02-06,10050.83
2014-02-07,9680.36
2014-02-08,9697.26
2014-02-09,9392.82
2014-02-10,10512.91
2014-02-11,10132.44
2014-02-12,9608.74
2014-02-13,9284.2
2014-02-14,9404.08
2014-02-15,8779.07
2014-02-16,8226.19
2014-02-17,9536.88
2014-02-18,9437.55
2014-02-19,9409.1
2014-02-20,9434.96
2014-02-21,9569.91
2014-02-22,9236.2
2014-02-23,8933.96
2014-02-24,9403.04
2014-02-25,9118.53
2014-02-26,9020.96
2014-02-27,8282.77
2014-02-28,8648.34
2014-03-01,8350.73
2014-03-02,8300.06
2014-03-03,8468.41
2014-03-04,8906.62
2014-03-05,8801.87
2014-03-06,9087.89
2014-03-07,9247.77
2014-03-08,9002.4
2014-03-09,8545.9
2014-03-10,9492.09
2014-03-11,9208.76
2014-03-12,8766.63
2014-03-13,8985.48
2014-03-14,9327.39
2014-03-15,8779.17
2014-03-16,7789.3
2014-03-17,8200.46
2014-03-18,7786.33
2014-03-19,7995.89
2014-03-20,8566.39
2014-03-21,9075.69
2014-03-22,8724.71
2014-03-23,7713.29
2014-03-24,8010.21
2014-03-25,8307.45
2014-03-26,7841.26
2014-03-27,8017.73
2014-03-28,8047.0
2014-03-29,7417.44
2014-03-30,7063.89
2014-03-31,7687.27
2014-04-01,7534.13
2014-04-02,8137.78
2014-04-03,7741.89
2014-04-04,8442.62
2014-04-05,8004.72
2014-04-06,7908.99
2014-04-07,8116.42
2014-04-08,8324.47
2014-04-09,7754.69
2014-04-10,7746.77
2014-04-11,7464.74
2014-04-12,4635.95
2014-04-13,5741.14
2014-04-14,8837.79
2014-04-15,10147.32
2014-04-16,10055.04
2014-04-17,10120.61
2014-04-18,10183.28
2014-04-19,10123.78
2014-04-20,9822.8
2014-04-21,10098.69
2014-04-22,9969.62
2014-04-23,10088.74
2014-04-24,9922.67
2014-04-25,9922.67
2014-04-26,9264.66
2014-04-27,9100.07
2014-04-28,9601.94
2014-04-29,9888.49
2014-04-30,9806.14
2014-05-01,9418.98
2014-05-02,9620.47
2014-05-03,9419.3
2014-05-04,9563.26
2014-05-05,9441.89
2014-05-06,8965.79
2014-05-07,7798.45
2014-05-08,6811.66
2014-05-09,7060.55
2014-05-10,7200.5
2014-05-11,6915.88
2014-05-12,7670.04
2014-05-13,7362.36
2014-05-14,7482.85
2014-05-15,7386.04
2014-05-16,7709.01
2014-05-17,7213.13
2014-05-18,6920.17
2014-05-19,7262.83
2014-05-20,7408.78
2014-05-21,7293.81
2014-05-22,6859.04
2014-05-23,5601.8
2014-05-24,5405.8
2014-05-25,5553.17
2014-05-26,5658.03
2014-05-27,5587.73
2014-05-28,5784.35
2014-05-29,6915.31
2014-05-30,5820.8
2014-05-31,5652.41
2014-06-01,6693.01
2014-06-02,6472.34
2014-06-03,6662.29
2014-06-04,5765.57
2014-06-05,6746.8
2014-06-06,5901.56
2014-06-07,5746.73
2014-06-08,5340.55
2014-06-09,5963.53
2014-06-10,6201.77
2014-06-11,6256.77
2014-06-12,6252.55
2014-06-13,6511.82
2014-06-14,6200.08
2014-06-15,5854.23
2014-06-16,6371.79
2014-06-17,6274.33
2014-06-18,6096.25
2014-06-19,6251.06
2014-06-20,6072.61
2014-06-21,6225.79
2014-06-22,5658.25
2014-06-23,5927.16
2014-06-24,5907.9
2014-06-25,5834.31
2014-06-26,5856.5
2014-06-27,5916.89
2014-06-28,6248.82
2014-06-29,5963.68
2014-06-30,6039.66
2014-07-01,6443.11
2014-07-02,6238.38
2014-07-03,5940.74
2014-07-04,5846.08
2014-07-05,5820.95
2014-07-06,6646.83
2014-07-07,6401.69
2014-07-08,8801.1
2014-07-09,9129.67
2014-07-10,8642.16
2014-07-11,7523.42
2014-07-12,6942.85
2014-07-13,6655.49
2014-07-14,8548.21
2014-07-15,6192.2
2014-07-16,6447.94
2014-07-17,6673.07
2014-07-18,6942.32
2014-07-19,6550.26
2014-07-20,6483.32
2014-07-21,6888.35
2014-07-22,7153.0
2014-07-23,8294.8
2014-07-24,8709.68
2014-07-25,8182.06
2014-07-26,7692.1
2014-07-27,6624.22
2014-07-28,7805.73
2014-07-29,7308.7
2014-07-30,7875.55
2014-07-31,7602.8
2014-08-01,7309.4
2014-08-02,8044.78
2014-08-03,7182.62
2014-08-04,6840.55
2014-08-05,7245.73
2014-08-06,7905.97
2014-08-07,7301.83
2014-08-08,7046.08
2014-08-09,6899.72
2014-08-10,6267.73
2014-08-11,6753.42
2014-08-12,6885.51
2014-08-13,6816.65
2014-08-14,6735.89
2014-08-15,6276.79
2014-08-16,6040.61
2014-08-17,6014.51
2014-08-18,7138.02
2014-08-19,6609.78
2014-08-20,6464.04
2014-08-21,6929.49
2014-08-22,6645.77
2014-08-23,6247.53
2014-08-24,6083.04
2014-08-25,7235.6
2014-08-26,6946.66
2014-08-27,6658.88
2014-08-28,6130.46
2014-08-29,6086.47
2014-08-30,6238.98
2014-08-31,5887.2
2014-09-01,6180.06
2014-09-02,6065.61
2014-09-03,6565.29
2014-09-04,6144.66
2014-09-05,6117.19
2014-09-06,5626.34
2014-09-07,5736.94
2014-09-08,5298.08
2014-09-09,5584.76
2014-09-10,5715.85
2014-09-11,5965.45
2014-09-12,5686.36
2014-09-13,5692.92
2014-09-14,5758.57
2014-09-15,5983.27
2014-09-16,5988.95
2014-09-17,5786.89
2014-09-18,6063.6
2014-09-19,6375.07
2014-09-20,5610.89
2014-09-21,5413.2
2014-09-22,5770.6
2014-09-23,5700.38
2014-09-24,6261.83
2014-09-25,5918.48
2014-09-26,5828.21
2014-09-27,5492.16
2014-09-28,5312.76
2014-09-29,5777.54
2014-09-30,5740.32
2014-10-01,5584.42
2014-10-02,5550.53
2014-10-03,5738.54
2014-10-04,5818.22
2014-10-05,5838.49
2014-10-06,5848.27
2014-10-07,6168.65
2014-10-08,5698.43
2014-10-09,5461.17
2014-10-10,5830.16
2014-10-11,5919.06
2014-10-12,5711.17
2014-10-13,6181.41
2014-10-14,5815.01
2014-10-15,5766.12
2014-10-16,6957.66
2014-10-17,7495.59
2014-10-18,7108.93
2014-10-19,7705.64
2014-10-20,7728.88
2014-10-21,7762.98
2014-10-22,7649.61
2014-10-23,7531.13
2014-10-24,7614.97
2014-10-25,7292.7
2014-10-26,7010.55
2014-10-27,6966.24
2014-10-28,5963.92
2014-10-29,6029.74
2014-10-30,6579.71
2014-10-31,6185.3
2014-11-01,6096.74
2014-11-02,6802.82
2014-11-03,6849.99
2014-11-04,5976.19
2014-11-05,6168.35
2014-11-06,6220.18
2014-11-07,6222.75
2014-11-08,5918.19
2014-11-09,6639.82
2014-11-10,6916.92
2014-11-11,7434.96
2014-11-12,7792.36
2014-11-13,7941.38
2014-11-14,7826.28
2014-11-15,7273.0
2014-11-16,6893.29
2014-11-17,9755.7
2014-11-18,10950.59
2014-11-19,10968.18
2014-11-20,10853.86
2014-11-21,10842.68
2014-11-22,10161.24
2014-11-23,9644.7
2014-11-24,10196.84
2014-11-25,10499.97
2014-11-26,9399.64
2014-11-27,6521.43
2014-11-28,6858.84
2014-11-29,6705.68
2014-11-30,6911.06
2014-12-01,8003.47
2014-12-02,7875.01
2014-12-03,7556.87
2014-12-04,8069.89
2014-12-05,8186.12
2014-12-06,7645.07
2014-12-07,6858.58
2014-12-08,7596.64
2014-12-09,7514.37
2014-12-10,8789.68
2014-12-11,9998.2
2014-12-12,9116.63
2014-12-13,8010.27
2014-12-14,7323.67
2014-12-15,7674.48
2014-12-16,8879.25
2014-12-17,8808.16
2014-12-18,8687.61
2014-12-19,8292.13
2014-12-20,8020.72
2014-12-21,7787.12
2014-12-22,8884.12
2014-12-23,8108.6
2014-12-24,7660.76
2014-12-25,8246.9
2014-12-26,8406.19
2014-12-27,7618.44
2014-12-28,7442.23
2014-12-29,7630.8
2014-12-30,7912.82
2014-12-31,8815.63
2015-01-01,8144.98
2015-01-02,8738.09
2015-01-03,7952.29
2015-01-04,6803.61
2015-01-05,7448.88
2015-01-06,8402.67
2015-01-07,9055.33
2015-01-08,8713.8
2015-01-09,8476.12
2015-01-10,8052.37
2015-01-11,7997.87
2015-01-12,9386.82
2015-01-13,8086.24
2015-01-14,8436.23
2015-01-15,8390.89
2015-01-16,8688.33
2015-01-17,8786.8
2015-01-18,7818.59
2015-01-19,8634.54
2015-01-20,8296.22
2015-01-21,8315.17
2015-01-22,8933.95
2015-01-23,8375.67
2015-01-24,7744.53
2015-01-25,7164.2
2015-01-26,7685.15
2015-01-27,8782.53
2015-01-28,8786.93
2015-01-29,9313.43
2015-01-30,9145.16
2015-01-31,8795.55
2015-02-01,8525.46
2015-02-02,8215.97
2015-02-03,8406.03
2015-02-04,8721.85
2015-02-05,9447.76
2015-02-06,8472.86
2015-02-07,7989.93
2015-02-08,8634.34
2015-02-09,9316.55
2015-02-10,9380.07
2015-02-11,8356.77
2015-02-12,8796.68
2015-02-13,8633.63
2015-02-14,7858.96
2015-02-15,6916.76
2015-02-16,7526.07
2015-02-17,7969.81
2015-02-18,7743.24
2015-02-19,6880.84
2015-02-20,6416.12
2015-02-21,6674.59
2015-02-22,6890.82
2015-02-23,7738.96
2015-02-24,7889.35
2015-02-25,7677.37
2015-02-26,8077.04
2015-02-27,8725.46
2015-02-28,8231.14
2015-03-01,7826.25
2015-03-02,7971.88
2015-03-03,10192.97
2015-03-04,10427.65
2015-03-05,10024.76
2015-03-06,9168.16
2015-03-07,7808.13
2015-03-08,7559.6
2015-03-09,9846.75
2015-03-10,9676.59
2015-03-11,10059.98
2015-03-12,8490.36
2015-03-13,8983.89
2015-03-14,8030.87
2015-03-15,6915.0
2015-03-16,7751.71
2015-03-17,7592.9
2015-03-18,7957.92
2015-03-19,7836.76
2015-03-20,7829.52
2015-03-21,7963.87
2015-03-22,8244.23
2015-03-23,9262.81
2015-03-24,9558.01
2015-03-25,7551.31
2015-03-26,7393.07
2015-03-27,7363.38
2015-03-28,6603.09
2015-03-29,6547.03
2015-03-30,6620.84
2015-03-31,7270.69
2015-04-01,6130.53
2015-04-02,6502.79
2015-04-03,6427.69
2015-04-04,6235.87
2015-04-05,5451.49
2015-04-06,6931.68
2015-04-07,6997.62
2015-04-08,6993.33
2015-04-09,6783.68
2015-04-10,6814.81
2015-04-11,6487.92
2015-04-12,6761.78
2015-04-13,7099.38
2015-04-14,7238.85
2015-04-15,6958.25
2015-04-16,6493.47
2015-04-17,6750.62
2015-04-18,8772.22
2015-04-19,8304.75
2015-04-20,8692.73
2015-04-21,8793.29
2015-04-22,8807.5
2015-04-23,8979.73
2015-04-24,8755.05
2015-04-25,8245.24
2015-04-26,7909.33
2015-04-27,8573.31
2015-04-28,9603.33
2015-04-29,10359.15
2015-04-30,10509.71
2015-05-01,10073.34
2015-05-02,10062.14
2015-05-03,9640.08
2015-05-04,10131.93
2015-05-05,10124.45
2015-05-06,10718.45
2015-05-07,10454.19
2015-05-08,10226.52
2015-05-09,9881.03
2015-05-10,9568.57
2015-05-11,10377.8
2015-05-12,10141.3
2015-05-13,10059.04
2015-05-14,10092.1
2015-05-15,10190.48
2015-05-16,9655.18
2015-05-17,9376.95
2015-05-18,10177.79
2015-05-19,8829.99
2015-05-20,5695.5
2015-05-21,5829.79
2015-05-22,5673.47
2015-05-23,5645.25
2015-05-24,5877.82
2015-05-25,6144.16
2015-05-26,5954.37
2015-05-27,5871.9
2015-05-28,5832.94
2015-05-29,5949.36
2015-05-30,5912.84
2015-05-31,6726.95
2015-06-01,7543.18
2015-06-02,7614.63
2015-06-03,7698.58
2015-06-04,7696.11
2015-06-05,7514.53
2015-06-06,7216.58
2015-06-07,6893.74
2015-06-08,7526.46
2015-06-09,7589.52
2015-06-10,7769.6
2015-06-11,7323.1
2015-06-12,5886.74
2015-06-13,5990.13
2015-06-14,5530.18
2015-06-15,5668.89
2015-06-16,5504.98
2015-06-17,5473.63
2015-06-18,5984.15
2015-06-19,5612.4
2015-06-20,5611.97
2015-06-21,5416.46
2015-06-22,5525.16
2015-06-23,5541.14
2015-06-24,5757.77
2015-06-25,6052.8
2015-06-26,8054.01
2015-06-27,5799.9
2015-06-28,5299.22
2015-06-29,5462.12
2015-06-30,5830.67
2015-07-01,6223.45
2015-07-02,5449.11
2015-07-03,6645.82
2015-07-04,7071.11
2015-07-05,6198.98
2015-07-06,5294.98
2015-07-07,6040.63
2015-07-08,6500.65
2015-07-09,6442.88
2015-07-10,6143.58
2015-07-11,6803.62
2015-07-12,7009.43
2015-07-13,6681.44
2015-07-14,6453.6
2015-07-15,6669.27
2015-07-16,6271.79
2015-07-17,6481.52
2015-07-18,5805.19
2015-07-19,5744.24
2015-07-20,6640.06
2015-07-21,6798.5
2015-07-22,6841.06
2015-07-23,7648.57
2015-07-24,7890.91
2015-07-25,6942.07
2015-07-26,6383.82
2015-07-27,7768.29
2015-07-28,8440.43
2015-07-29,9410.36
2015-07-30,8557.9
2015-07-31,8507.4
2015-08-01,7731.91
2015-08-02,7408.35
2015-08-03,8457.05
2015-08-04,8520.97
2015-08-05,8455.11
2015-08-06,8712.63
2015-08-07,8793.7
2015-08-08,8241.38
2015-08-09,7363.17
2015-08-10,8114.83
2015-08-11,7974.81
2015-08-12,7296.91
2015-08-13,7505.21
2015-08-14,7039.66
2015-08-15,6895.22
2015-08-16,6609.07
2015-08-17,7311.59
2015-08-18,7322.5
2015-08-19,7492.44
2015-08-20,7569.1
2015-08-21,7787.7
2015-08-22,6481.31
2015-08-23,6489.98
2015-08-24,7273.76
2015-08-25,6857.71
2015-08-26,6861.73
2015-08-27,6576.05
2015-08-28,6813.36
2015-08-29,6069.7
2015-08-30,5720.77
2015-08-31,6520.18
2015-09-01,7233.18
2015-09-02,6792.3
2015-09-03,6843.55
2015-09-04,6829.88
2015-09-05,6101.17
2015-09-06,6638.03
2015-09-07,6827.94
2015-09-08,6482.86
2015-09-09,6239.56
2015-09-10,6054.21
2015-09-11,6071.94
2015-09-12,6949.57
2015-09-13,7281.33
2015-09-14,6998.95
2015-09-15,7154.0
2015-09-16,7392.77
2015-09-17,9683.59
2015-09-18,10401.76
2015-09-19,10123.18
2015-09-20,9796.76
2015-09-21,10471.8
2015-09-22,10583.45
2015-09-23,9935.96
2015-09-24,7602.7
2015-09-25,6669.8
2015-09-26,6375.6
2015-09-27,6124.87
2015-09-28,6435.09
2015-09-29,6902.71
2015-09-30,7705.35
2015-10-01,8778.87
2015-10-02,8402.57
2015-10-03,7502.59
2015-10-04,7369.53
2015-10-05,7809.9
2015-10-06,7909.01
2015-10-07,8050.78
2015-10-08,7978.41
2015-10-09,8043.12
2015-10-10,7709.48
2015-10-11,7812.85
2015-10-12,8089.14
2015-10-13,8572.53
2015-10-14,7885.48
2015-10-15,8432.44
2015-10-16,7826.23
2015-10-17,7935.21
2015-10-18,7082.88
2015-10-19,8329.61
2015-10-20,8465.69
2015-10-21,8617.06
2015-10-22,8579.54
2015-10-23,7914.64
2015-10-24,7962.08
2015-10-25,7627.96
2015-10-26,7987.81
2015-10-27,8088.72
2015-10-28,7641.04
2015-10-29,7711.4
2015-10-30,7865.94
2015-10-31,7518.14
2015-11-01,6819.37
2015-11-02,7449.19
2015-11-03,8117.6
2015-11-04,8822.99
2015-11-05,7875.73
2015-11-06,7548.11
2015-11-07,7499.67
2015-11-08,6734.67
2015-11-09,8309.74
2015-11-10,8490.56
2015-11-11,8150.2
2015-11-12,8774.86
2015-11-13,7913.7
2015-11-14,7160.7
2015-11-15,7503.27
2015-11-16,8261.8
2015-11-17,7350.03
2015-11-18,7932.53
2015-11-19,7181.23
2015-11-20,7376.55
2015-11-21,6789.94
2015-11-22,6414.43
2015-11-23,6643.89
2015-11-24,8102.28
2015-11-25,8423.31
2015-11-26,9820.72
2015-11-27,9008.64
2015-11-28,8171.34
2015-11-29,7823.82
2015-11-30,9083.92
2015-12-01,8630.44
2015-12-02,9395.75
2015-12-03,10532.41
2015-12-04,10723.45
2015-12-05,10105.85
2015-12-06,9586.59
2015-12-07,10125.82
2015-12-08,9745.93
2015-12-09,8256.03
2015-12-10,8440.41
2015-12-11,9379.49
2015-12-12,8249.37
2015-12-13,7995.74
2015-12-14,8551.95
2015-12-15,10001.44
2015-12-16,10268.72
2015-12-17,11299.65
2015-12-18,9553.37
2015-12-19,8816.82
2015-12-20,7006.82
2015-12-21,8658.91
2015-12-22,8120.49
2015-12-23,8299.89
2015-12-24,9439.06
2015-12-25,8848.78
2015-12-26,7584.09
2015-12-27,8680.42
2015-12-28,10295.33
2015-12-29,9411.54
2015-12-30,8755.59
2015-12-31,9647.89
2016-01-01,7187.83
2016-01-02,6939.97
2016-01-03,6526.52
2016-01-04,8191.23
2016-01-05,8608.26
2016-01-06,9116.68
2016-01-07,9049.08
2016-01-08,9163.95
2016-01-09,8118.42
2016-01-10,7098.57
2016-01-11,9331.7
2016-01-12,9779.13
2016-01-13,9830.72
2016-01-14,9629.36
2016-01-15,8632.17
2016-01-16,8027.55
2016-01-17,7874.28
2016-01-18,10638.74
2016-01-19,10780.94
2016-01-20,10272.22
2016-01-21,10627.12
2016-01-22,10551.34
2016-01-23,10443.62
2016-01-24,9441.93
2016-01-25,9057.9
2016-01-26,10752.26
2016-01-27,9022.46
2016-01-28,9047.88
2016-01-29,8806.62
2016-01-30,7710.75
2016-01-31,9195.92
2016-02-01,10955.77
2016-02-02,11214.37
2016-02-03,11134.65
2016-02-04,10491.98
2016-02-05,10899.82
2016-02-06,10926.25
2016-02-07,8649.78
2016-02-08,7386.74
2016-02-09,7498.31
2016-02-10,7147.2
2016-02-11,9155.39
2016-02-12,9695.14
2016-02-13,8163.97
2016-02-14,10008.79
2016-02-15,11419.85
2016-02-16,11914.93
2016-02-17,10956.1
2016-02-18,9804.74
2016-02-19,9725.97
2016-02-20,9979.38
2016-02-21,8555.33
2016-02-22,8797.85
2016-02-23,10655.9
2016-02-24,11887.54
2016-02-25,10731.48
2016-02-26,9580.56
2016-02-27,9610.58
2016-02-28,9204.07
2016-02-29,11880.88
2016-03-01,10869.55
2016-03-02,10478.18
2016-03-03,10723.48
2016-03-04,10168.48
2016-03-05,9478.01
2016-03-06,7957.26
2016-03-07,8463.13
2016-03-08,10291.72
2016-03-09,11428.3
2016-03-10,11562.33
