date,base_population,air_arrival,air_departure,ferry_arrival,ferry_departure,total_arrival,total_departure,net_flow,tourist_stock,estimated_population,data_source
2015-09-15,604670,33542,40027,2141,2555,35683,42582,-6899,113197,717867,HTML
2015-09-16,604670,35929,37885,2293,2418,38222,40303,-2081,111116,715786,HTML
2015-09-17,604670,38368,35953,2449,2295,40817,38248,2569,113685,718355,HTML
2015-09-18,604670,36284,35404,2316,2260,38600,37664,936,114622,719292,HTML
2015-09-19,604670,35457,36017,2263,2299,37720,38316,-596,114025,718695,HTML
2015-09-20,604670,33993,36586,2170,2335,36163,38921,-2758,111268,715938,HTML
2015-09-21,604670,36079,36229,2303,2313,38382,38542,-160,111108,715778,HTML
2015-09-22,604670,29442,35610,1879,2273,31321,37883,-6562,104546,709216,HTML
2015-09-23,604670,28538,34582,1822,2207,30360,36789,-6429,98118,702788,HTML
2015-09-24,604670,32115,33187,2050,2118,34165,35305,-1140,96978,701648,HTML
2015-09-25,604670,44785,31266,2859,1996,47644,33262,14382,111361,716031,HTML
2015-09-26,604670,51497,31992,3287,2042,54784,34034,20750,132110,736780,HTML
2015-09-27,604670,45636,36238,2913,2313,48549,38551,9998,142108,746778,HTML
2015-09-28,604670,40014,42389,2554,2706,42568,45095,-2527,139581,744251,HTML
2015-09-29,604670,37267,45603,2379,2911,39646,48514,-8868,130713,735383,HTML
2015-09-30,604670,39208,44481,2503,2839,41711,47320,-5609,125104,729774,HTML
2015-10-01,604670,37390,41520,2387,2650,39777,44170,-4393,120712,725382,HTML
2015-10-02,604670,43672,39151,2788,2499,46460,41650,4810,125522,730192,HTML
2015-10-03,604670,43583,38892,2782,2482,46365,41375,4990,130511,735181,HTML
2015-10-04,604670,43834,39931,2798,2549,46632,42480,4152,134663,739333,HTML
2015-10-05,604670,42789,41963,2731,2679,45520,44642,878,135541,740211,HTML
2015-10-06,604670,35960,42965,2295,2742,38255,45707,-7452,128089,732759,HTML
2015-10-07,604670,41706,42719,2662,2727,44368,45446,-1078,127011,731681,HTML
2015-10-08,604670,50495,41261,3223,2634,53718,43895,9823,136834,741504,HTML
2015-10-09,604670,52534,41003,3353,2617,55887,43620,12267,149100,753770,HTML
2015-10-10,604670,35778,43945,2284,2805,38062,46750,-8688,140412,745082,HTML
2015-10-11,604670,41154,46321,2627,2957,43781,49278,-5497,134915,739585,HTML
2015-10-12,604670,44441,45716,2837,2918,47278,48634,-1356,133559,738229,HTML
2015-10-13,604670,34120,42811,2178,2733,36298,45544,-9246,124313,728983,HTML
2015-10-14,604670,40526,41336,2587,2638,43113,43974,-861,123452,728122,HTML
2015-10-15,604670,44479,39946,2839,2550,47318,42496,4822,128274,732944,HTML
2015-10-16,604670,44605,39525,2847,2523,47452,42048,5404,133678,738348,HTML
2015-10-17,604670,47689,41033,3044,2619,50733,43652,7081,140760,745430,HTML
2015-10-18,604670,42196,43005,2693,2745,44889,45750,-861,139899,744569,HTML
2015-10-19,604670,41777,44702,2667,2853,44444,47555,-3111,136787,741457,HTML
2015-10-20,604670,41616,44786,2656,2859,44272,47645,-3373,133414,738084,HTML
2015-10-21,604670,40950,43373,2614,2768,43564,46141,-2577,130837,735507,HTML
2015-10-22,604670,40064,42329,2557,2702,42621,45031,-2410,128427,733097,HTML
2015-10-23,604670,43967,41384,2806,2642,46773,44026,2747,131174,735844,HTML
2015-10-24,604670,45099,41246,2879,2633,47978,43879,4099,135273,739943,HTML
2015-10-25,604670,44331,41875,2830,2673,47161,44548,2613,137886,742556,HTML
2015-10-26,604670,37327,43204,2383,2758,39710,45962,-6252,131634,736304,HTML
2015-10-27,604670,35695,43400,2278,2770,37973,46170,-8197,123437,728107,HTML
2015-10-28,604670,36471,41834,2328,2670,38799,44504,-5705,117732,722402,HTML
2015-10-29,604670,41501,39012,2649,2490,44150,41502,2648,120380,725050,HTML
2015-10-30,604670,38956,37659,2487,2404,41443,40063,1380,121760,726430,HTML
2015-10-31,604670,40118,37907,2561,2420,42679,40327,2352,124112,728782,HTML
2015-11-01,604670,38128,39140,2434,2498,40562,41638,-1076,123035,727705,HTML
2015-11-02,604670,36007,39425,2298,2516,38305,41941,-3636,119400,724070,HTML
2015-11-03,604670,34052,39115,2174,2497,36226,41612,-5386,114013,718683,HTML
2015-11-04,604670,36860,37671,2353,2405,39213,40076,-863,113151,717821,HTML
2015-11-05,604670,41761,36439,2666,2326,44427,38765,5662,118813,723483,HTML
2015-11-06,604670,39561,36323,2525,2319,42086,38642,3444,122257,726927,HTML
2015-11-07,604670,41099,37709,2623,2407,43722,40116,3606,125863,730533,HTML
2015-11-08,604670,36463,39394,2327,2514,38790,41908,-3118,122745,727415,HTML
2015-11-09,604670,38877,39805,2481,2541,41358,42346,-988,121756,726426,HTML
2015-11-10,604670,32870,39476,2098,2520,34968,41996,-7028,114728,719398,HTML
2015-11-11,604670,38360,37944,2449,2422,40809,40366,443,115172,719842,HTML
2015-11-12,604670,38644,37062,2467,2366,41111,39428,1683,116854,721524,HTML
2015-11-13,604670,39894,36381,2546,2322,42440,38703,3737,120591,725261,HTML
2015-11-14,604670,39963,37538,2551,2396,42514,39934,2580,123171,727841,HTML
2015-11-15,604670,40391,38454,2578,2455,42969,40909,2060,125231,729901,HTML
2015-11-16,604670,33474,39558,2137,2525,35611,42083,-6472,118760,723430,HTML
2015-11-17,604670,33230,39275,2121,2507,35351,41782,-6431,112328,716998,HTML
2015-11-18,604670,34702,37811,2215,2413,36917,40224,-3307,109022,713692,HTML
2015-11-19,604670,35720,35568,2280,2270,38000,37838,162,109183,713853,HTML
2015-11-20,604670,40655,34612,2595,2209,43250,36821,6429,115612,720282,HTML
2015-11-21,604670,41697,35134,2661,2243,44358,37377,6981,122593,727263,HTML
2015-11-22,604670,35195,37099,2247,2368,37442,39467,-2025,120568,725238,HTML
2015-11-23,604670,31457,38787,2008,2476,33465,41263,-7798,112770,717440,HTML
2015-11-24,604670,28239,38241,1802,2441,30041,40682,-10641,102129,706799,HTML
2015-11-25,604670,33332,35412,2128,2260,35460,37672,-2212,99917,704587,HTML
2015-11-26,604670,34155,32611,2180,2082,36335,34693,1642,101559,706229,HTML
2015-11-27,604670,34887,31443,2227,2007,37114,33450,3664,105223,709893,HTML
2015-11-29,604670,31740,32487,2026,2074,33766,34561,-795,104428,709098,HTML
2015-11-30,604670,26170,33340,1670,2128,27840,35468,-7628,96800,701470,HTML
2015-12-01,604670,25486,32926,1627,2102,27113,35028,-7915,88884,693554,HTML
2015-12-02,604670,23251,30593,1484,1953,24735,32546,-7811,81073,685743,HTML
2015-12-03,604670,28348,27692,1809,1768,30157,29460,697,81770,686440,HTML
2015-12-04,604670,32117,25976,2050,1658,34167,27634,6533,88303,692973,HTML
2015-12-05,604670,37472,26151,2392,1669,39864,27820,12044,100348,705018,HTML
2015-12-06,604670,27932,28897,1783,1844,29715,30741,-1026,99321,703991,HTML
2015-12-07,604670,30963,31397,1976,2004,32939,33401,-462,98859,703529,HTML
2015-12-08,604670,25092,32453,1602,2071,26694,34524,-7830,91029,695699,HTML
2015-12-09,604670,24543,30732,1567,1962,26110,32694,-6584,84445,689115,HTML
2015-12-10,604670,30577,28898,1952,1845,32529,30743,1786,86232,690902,HTML
2015-12-11,604670,31979,26962,2041,1721,34020,28683,5337,91569,696239,HTML
2015-12-12,604670,32284,27547,2061,1758,34345,29305,5040,96609,701279,HTML
2015-12-13,604670,31706,29343,2024,1873,33730,31216,2514,99123,703793,HTML
2015-12-14,604670,28678,31004,1830,1979,30508,32983,-2475,96648,701318,HTML
2015-12-15,604670,27023,31547,1725,2014,28748,33561,-4813,91835,696505,HTML
2015-12-16,604670,26220,30623,1674,1955,27894,32578,-4684,87150,691820,HTML
2015-12-17,604670,32650,28985,2084,1850,34734,30835,3899,91050,695720,HTML
2015-12-18,604670,32236,28184,2058,1799,34294,29983,4311,95360,700030,HTML
2015-12-19,604670,36269,28835,2315,1841,38584,30676,7908,103268,707938,HTML
2015-12-20,604670,33673,31059,2149,1983,35822,33042,2780,106048,710718,HTML
2015-12-21,604670,33155,32869,2116,2098,35271,34967,304,106352,711022,HTML
2015-12-22,604670,26580,34140,1697,2179,28277,36319,-8042,98309,702979,HTML
2015-12-23,604670,34748,33209,2218,2120,36966,35329,1637,99946,704616,HTML
2015-12-24,604670,36212,32086,2311,2048,38523,34134,4389,104335,709005,HTML
2015-12-25,604670,43539,31609,2779,2018,46318,33627,12691,117026,721696,HTML
2015-12-26,604670,32395,34200,2068,2183,34463,36383,-1920,115106,719776,HTML
2015-12-27,604670,41008,36406,2618,2324,43625,38730,4895,120001,724671,HTML
2015-12-28,604670,37270,38156,2379,2435,39649,40591,-942,119060,723730,HTML
2015-12-29,604670,36223,37646,2312,2403,38535,40049,-1514,117546,722216,HTML
2015-12-30,604670,40763,38125,2602,2434,43365,40559,2806,120352,725022,HTML
2015-12-30,604670,41830,37618,2670,2401,44500,40019,4481,124833,729503,HTML
2015-12-31,604670,40763,38607,2602,2464,43365,41071,2294,127127,731797,HTML
2016-01-01,620817,40604,39772,2592,2539,43196,42311,885,128012,748829,HTML
2016-01-02,620817,31688,40666,2023,2596,33711,43262,-9551,118461,739278,HTML
2016-01-03,620817,32981,40029,2105,2555,35086,42584,-7498,110962,731779,HTML
2016-01-04,620817,37195,37767,2374,2411,39569,40178,-609,110353,731170,HTML
2016-01-05,620817,32710,35253,2088,2250,34798,37503,-2705,107648,728465,HTML
2016-01-06,620817,30955,34511,1976,2203,32931,36714,-3783,103865,724682,HTML
2016-01-07,620817,34446,34056,2199,2174,36645,36230,415,104280,725097,HTML
2016-01-08,620817,34384,33369,2195,2130,36579,35499,1080,105360,726177,HTML
2016-01-09,620817,40088,33146,2559,2116,42647,35262,7385,112746,733563,HTML
2016-01-10,620817,35461,34123,2263,2178,37724,36301,1423,114169,734986,HTML
2016-01-11,620817,34036,35587,2173,2272,36209,37859,-1650,112519,733336,HTML
2016-01-12,620817,32300,36621,2062,2338,34362,38959,-4597,107922,728739,HTML
2016-01-13,620817,30795,35606,1966,2273,32761,37879,-5118,102804,723621,HTML
2016-01-14,620817,38075,34168,2430,2181,40505,36349,4156,106960,727777,HTML
2016-01-15,620817,38364,33165,2449,2117,40813,35282,5531,112491,733308,HTML
2016-01-16,620817,36551,33997,2333,2170,38884,36167,2717,115208,736025,HTML
2016-01-17,620817,35072,35962,2239,2295,37311,38257,-946,114262,735079,HTML
2016-01-18,620817,33064,36767,2110,2347,35175,39114,-3939,110323,731140,HTML
2016-01-19,620817,30436,36348,1943,2320,32379,38668,-6289,104035,724852,HTML
2016-01-20,620817,31304,34732,1998,2217,33302,36949,-3647,100388,721205,HTML
2016-01-21,620817,40010,32982,2554,2105,42564,35087,7477,107865,728682,HTML
2016-01-22,620817,34759,32600,2219,2081,36978,34681,2297,110163,730980,HTML
2016-01-23,620817,15768,33829,1006,2159,16774,35988,-19214,90949,711766,HTML
2016-01-24,620817,32371,33575,2066,2143,34437,35718,-1281,89668,710485,HTML
2016-01-25,620817,13568,30478,866,1945,14434,32423,-17989,71680,692497,HTML
2016-01-26,620817,31588,25921,2016,1655,33604,27576,6028,77708,698525,HTML
2016-01-27,620817,30732,24510,1962,1564,32694,26074,6620,84328,705145,HTML
2016-01-28,620817,31382,23770,2003,1517,33385,25287,8098,92426,713243,HTML
2016-01-29,620817,28323,27828,1808,1776,30131,29604,527,92953,713770,HTML
2016-01-30,620817,30058,29108,1919,1858,31977,30966,1011,93963,714780,HTML
2016-01-31,620817,30941,30375,1975,1939,32916,32314,602,94565,715382,HTML
2016-02-01,620817,30334,29871,1936,1907,32270,31778,492,95057,715874,HTML
2016-02-02,620817,24968,30092,1594,1921,26562,32013,-5451,89606,710423,HTML
2016-02-03,620817,23778,29754,1518,1899,25296,31653,-6357,83249,704066,HTML
2016-02-04,620817,30876,28431,1971,1815,32847,30246,2601,85851,706668,HTML
2016-02-05,620817,35423,26932,2261,1719,37684,28651,9033,94884,715701,HTML
2016-02-06,620817,41875,27611,2673,1762,44548,29373,15175,110059,730876,HTML
2016-02-07,620817,42871,31103,2736,1985,45607,33088,12519,122578,743395,HTML
2016-02-08,620817,37037,35707,2364,2279,39401,37986,1415,123993,744810,HTML
2016-02-09,620817,37002,39250,2362,2505,39364,41755,-2391,121602,742419,HTML
2016-02-10,620817,38501,39881,2457,2546,40958,42427,-1469,120133,740950,HTML
2016-02-11,620817,32289,38825,2061,2478,34350,41303,-6953,113179,733996,HTML
2016-02-12,620817,29334,37499,1872,2394,31206,39893,-8687,104493,725310,HTML
2016-02-13,620817,34087,35585,2176,2271,36263,37856,-1593,102899,723716,HTML
2016-02-14,620817,34849,33443,2224,2135,37073,35578,1495,104394,725211,HTML
2016-02-15,620817,37154,32581,2372,2080,39525,34661,4864,109258,730075,HTML
2016-02-16,620817,35897,33454,2291,2135,38188,35589,2599,111857,732674,HTML
2016-02-17,620817,39329,34826,2510,2223,41839,37049,4790,116647,737464,HTML
2016-02-18,620817,40111,36290,2560,2316,42671,38606,4065,120713,741530,HTML
2016-02-19,620817,35567,37323,2270,2382,37837,39705,-1868,118845,739662,HTML
2016-02-20,620817,38242,38244,2441,2441,40683,40685,-2,118842,739659,HTML
2016-02-21,620817,37016,38210,2363,2439,39379,40649,-1270,117572,738389,HTML
2016-02-22,620817,39617,37666,2529,2404,42146,40070,2076,119649,740466,HTML
2016-02-23,620817,38366,37725,2449,2408,40815,40133,682,120331,741148,HTML
2016-02-24,620817,35524,37902,2267,2419,37791,40321,-2530,117801,738618,HTML
2016-02-25,620817,41599,38237,2655,2441,44254,40678,3576,121377,742194,HTML
2016-02-26,620817,41619,38094,2657,2432,44276,40526,3750,125127,745944,HTML
2016-02-27,620817,41518,38630,2650,2466,44168,41096,3072,128200,749017,HTML
2016-02-28,620817,35093,40057,2240,2557,37333,42614,-5281,122918,743735,HTML
2016-02-29,620817,25541,40328,1630,2574,27171,42902,-15731,107188,728005,HTML
2016-03-01,620817,25713,38343,1641,2447,27354,40790,-13436,93752,714569,HTML
2016-03-02,620817,27749,33705,1771,2151,29520,35856,-6336,87416,708233,HTML
2016-03-03,620817,27087,29313,1729,1871,28816,31184,-2368,85048,705865,HTML
2016-03-04,620817,32941,27263,2103,1740,35044,29003,6041,91089,711906,HTML
2016-03-05,620817,32955,27474,2104,1754,35059,29228,5831,96920,717737,HTML
2016-03-06,620817,29997,29132,1915,1860,31912,30992,920,97840,718657,HTML
2016-03-07,620817,28376,30961,1811,1976,30187,32937,-2750,95090,715907,HTML
2016-03-08,620817,24904,31169,1590,1989,26494,33158,-6664,88427,709244,HTML
2016-03-09,620817,26874,29969,1715,1913,28589,31882,-3293,85134,705951,HTML
2016-03-10,620817,30563,28140,1951,1796,32514,29936,2578,87712,708529,HTML
2016-03-11,620817,39730,27166,2536,1734,42266,28900,13366,101078,721895,HTML
2016-03-12,620817,35070,28838,2238,1841,37308,30679,6629,107707,728524,HTML
2016-03-13,620817,34807,32001,2222,2043,37029,34044,2985,110692,731509,HTML
2016-03-14,620817,33444,34954,2135,2231,35579,37185,-1606,109086,729903,HTML
2016-03-15,620817,34149,35323,2180,2255,36329,37578,-1249,107837,728654,HTML
2016-03-16,620817,30677,34945,1958,2231,32635,37176,-4541,103296,724113,HTML
2016-03-17,620817,39031,33779,2491,2156,41522,35935,5587,108883,729700,HTML
2016-03-18,620817,42295,33694,2700,2151,44995,35845,9150,118034,738851,HTML
2016-03-19,620817,38455,34898,2455,2228,40910,37126,3784,121818,742635,HTML
2016-03-20,620817,39345,37630,2511,2402,41856,40032,1824,123641,744458,HTML
2016-03-21,620817,37559,39225,2397,2504,39956,41729,-1773,121868,742685,HTML
2016-03-22,620817,36683,39413,2341,2516,39024,41929,-2905,118963,739780,HTML
2016-03-23,620817,34049,38749,2173,2473,36222,41222,-5000,113962,734779,HTML
2016-03-24,620817,40271,37436,2570,2390,42841,39825,3016,116978,737795,HTML
2016-03-25,620817,45819,36824,2925,2350,48744,39175,9569,126548,747365,HTML
2016-03-26,620817,38959,37659,2487,2404,41446,40063,1383,127931,748748,HTML
2016-03-27,620817,42510,39924,2713,2548,45223,42472,2751,130682,751499,HTML
2016-03-28,620817,40767,41487,2602,2648,43369,44135,-766,129916,750733,HTML
2016-03-29,620817,38303,41531,2445,2651,40748,44182,-3434,126483,747300,HTML
2016-03-30,620817,36910,41274,2356,2635,39266,43909,-4643,121840,742657,HTML
2016-03-31,620817,44256,39933,2825,2549,47081,42482,4599,126439,747256,HTML
2016-04-01,620817,48002,39464,3064,2519,51066,41983,9083,135523,756340,HTML
2016-04-02,620817,46170,40520,2947,2586,49117,43106,6011,141533,762350,HTML
2016-04-03,620817,40050,43320,2556,2765,42606,46085,-3479,138055,758872,HTML
2016-04-04,620817,40444,44891,2582,2865,43026,47756,-4730,133325,754142,HTML
2016-04-05,620817,44774,44242,2858,2824,47632,47066,566,133891,754708,HTML
2016-04-06,620817,39603,42640,2528,2722,42131,45362,-3231,130660,751477,HTML
2016-04-07,620817,43542,41936,2779,2677,46321,44613,1708,132368,753185,HTML
2016-04-08,620817,43899,42020,2802,2682,46701,44702,1999,134367,755184,HTML
2016-04-09,620817,47982,42136,3063,2690,51045,44825,6220,140587,761404,HTML
2016-04-10,620817,44484,43411,2839,2771,47323,46182,1141,141728,762545,HTML
2016-04-11,620817,42901,44477,2738,2839,45639,47316,-1677,140051,760868,HTML
2016-04-12,620817,36813,45339,2350,2894,39163,48233,-9070,130981,751798,HTML
2016-04-13,620817,37760,43962,2410,2806,40170,46768,-6598,124383,745200,HTML
2016-04-14,620817,40895,41689,2610,2661,43505,44350,-845,123537,744354,HTML
2016-04-15,620817,46621,39442,2976,2518,49597,41960,7637,131174,751991,HTML
2016-04-16,620817,21396,39754,1366,2538,22762,42292,-19530,111644,732461,HTML
2016-04-17,620817,48118,39341,3071,2511,51189,41852,9337,120981,741798,HTML
2016-04-18,620817,45548,38433,2907,2453,48455,40886,7569,128550,749367,HTML
2016-04-19,620817,44913,37486,2867,2393,47780,39879,7901,136450,757267,HTML
2016-04-20,620817,39539,41661,2524,2659,42063,44320,-2257,134193,755010,HTML
2016-04-21,620817,47061,42888,3004,2738,50065,45625,4440,138634,759451,HTML
2016-04-22,620817,45579,44232,2909,2823,48488,47055,1433,140066,760883,HTML
2016-04-23,620817,47212,43700,3014,2789,50226,46489,3737,143804,764621,HTML
2016-04-24,620817,43519,44987,2778,2871,46297,47858,-1561,142243,763060,HTML
2016-04-25,620817,45779,45473,2922,2903,48701,48376,325,142568,763385,HTML
2016-04-26,620817,40705,45804,2598,2924,43303,48728,-5425,137143,757960,HTML
2016-04-27,620817,38797,44748,2476,2856,41273,47604,-6331,130813,751630,HTML
2016-04-28,620817,47756,43503,3048,2777,50804,46280,4524,135336,756153,HTML
2016-04-29,620817,43291,42230,2763,2696,46054,44925,1129,136466,757283,HTML
2016-04-30,620817,44270,42566,2826,2717,47096,45283,1813,138279,759096,HTML
2016-05-01,620817,44990,43794,2872,2795,47862,46589,1273,139552,760369,HTML
2016-05-02,620817,31228,44149,1993,2818,33221,46967,-13746,125805,746622,HTML
2016-05-03,620817,43477,43298,2775,2764,46252,46062,190,125995,746812,HTML
2016-05-05,620817,51378,41085,3279,2622,54657,43707,10950,136945,757762,HTML
2016-05-05,620817,47828,40362,3053,2576,50881,42938,7943,144888,765705,HTML
2016-05-06,620817,42797,43589,2732,2782,45529,46371,-842,144046,764863,HTML
2016-05-07,620817,32959,46037,2104,2939,35063,48976,-13913,130134,750951,HTML
2016-05-08,620817,36637,45359,2339,2895,38976,48254,-9278,120856,741673,HTML
2016-05-09,620817,43137,41586,2753,2654,45890,44240,1650,122506,743323,HTML
2016-05-10,620817,40677,38351,2596,2448,43273,40799,2474,124980,745797,HTML
2016-05-11,620817,45389,38547,2897,2460,48286,41007,7279,132259,753076,HTML
2016-05-12,620817,43575,40429,2781,2581,46356,43010,3346,135605,756422,HTML
2016-05-13,620817,46213,42232,2950,2696,49163,44928,4235,139840,760657,HTML
2016-05-14,620817,47049,43850,3003,2799,50052,46649,3403,143243,764060,HTML
2016-05-15,620817,42971,44655,2743,2850,45714,47505,-1791,141452,762269,HTML
2016-05-16,620817,42064,45488,2685,2903,44749,48391,-3642,137809,758626,HTML
2016-05-17,620817,39848,45017,2543,2873,42391,47890,-5499,132311,753128,HTML
2016-05-18,620817,45027,43572,2874,2781,47901,46353,1548,133859,754676,HTML
2016-05-19,620817,48135,42486,3072,2712,51207,45198,6009,139868,760685,HTML
2016-05-20,620817,44027,42727,2810,2727,46837,45454,1383,141251,762068,HTML
2016-05-21,620817,47780,44372,3050,2832,50830,47204,3626,144877,765694,HTML
2016-05-22,620817,42701,45622,2726,2912,45427,48534,-3107,141770,762587,HTML
2016-05-23,620817,43113,45754,2752,2920,45865,48675,-2810,138960,759777,HTML
2016-05-24,620817,41421,45329,2644,2893,44065,48222,-4157,134803,755620,HTML
2016-05-25,620817,45190,43825,2884,2797,48074,46622,1452,136255,757072,HTML
2016-05-26,620817,46363,43282,2959,2763,49322,46045,3277,139533,760350,HTML
2016-05-27,620817,46181,43324,2948,2765,49129,46089,3040,142572,763389,HTML
2016-05-28,620817,47315,44621,3020,2848,50335,47469,2866,145439,766256,HTML
2016-05-29,620817,44954,45684,2869,2916,47823,48600,-777,144662,765479,HTML
2016-05-30,620817,40277,46279,2571,2954,42848,49233,-6385,138277,759094,HTML
2016-05-31,620817,39668,45699,2532,2917,42200,48616,-6416,131861,752678,HTML
2016-06-01,620817,42532,43851,2715,2799,45247,46650,-1403,130458,751275,HTML
2016-06-02,620817,47314,41990,3020,2680,50334,44670,5664,136123,756940,HTML
2016-06-03,620817,52528,41799,3353,2668,55881,44467,11414,147536,768353,HTML
2016-06-04,620817,49307,43929,3147,2804,52454,46733,5721,153258,774075,HTML
2016-06-05,620817,44437,47096,2836,3006,47273,50102,-2829,150429,771246,HTML
2016-06-06,620817,43028,48872,2746,3119,45774,51991,-6217,144212,765029,HTML
2016-06-07,620817,47828,47906,3053,3058,50881,50964,-83,144129,764946,HTML
2016-06-08,620817,43682,46207,2788,2949,46470,49156,-2686,141443,762260,HTML
2016-06-09,620817,45094,45203,2878,2885,47972,48088,-116,141327,762144,HTML
2016-06-10,620817,44025,45219,2810,2886,46835,48105,-1270,140057,760874,HTML
2016-06-11,620817,48470,44833,3094,2862,51564,47695,3869,143926,764743,HTML
2016-06-12,620817,49960,45155,3189,2882,53149,48037,5112,149037,769854,HTML
2016-06-13,620817,43272,45910,2762,2930,46034,48840,-2806,146232,767049,HTML
2016-06-14,620817,41661,47096,2659,3006,44320,50102,-5782,140450,761267,HTML
2016-06-15,620817,43202,46567,2758,2972,45960,49539,-3579,136871,757688,HTML
2016-06-16,620817,47320,44720,3020,2854,50340,47574,2766,139637,760454,HTML
2016-06-17,620817,43389,43765,2770,2793,46159,46558,-399,139238,760055,HTML
2016-06-18,620817,44893,43949,2866,2805,47759,46754,1005,140243,761060,HTML
2016-06-19,620817,43818,44705,2797,2854,46615,47559,-944,139299,760116,HTML
2016-06-20,620817,43213,44576,2758,2845,45971,47421,-1450,137849,758666,HTML
2016-06-21,620817,40511,44398,2586,2834,43097,47232,-4135,133714,754531,HTML
2016-06-22,620817,41502,43508,2649,2777,44151,46285,-2134,131579,752396,HTML
2016-06-23,620817,44689,42655,2853,2723,47542,45378,2164,133743,754560,HTML
2016-06-24,620817,39325,42048,2510,2684,41835,44732,-2897,130847,751664,HTML
2016-06-25,620817,50785,42054,3242,2684,54027,44738,9289,140135,760952,HTML
2016-06-26,620817,44776,42903,2858,2738,47634,45641,1993,142128,762945,HTML
2016-06-27,620817,44614,44026,2848,2810,47462,46836,626,142754,763571,HTML
2016-06-28,620817,39552,45764,2525,2921,42077,48685,-6608,136146,756963,HTML
2016-06-29,620817,37732,44870,2408,2864,40140,47734,-7594,128552,749369,HTML
2016-06-30,620817,45126,43310,2880,2764,48006,46074,1932,130484,751301,HTML
2016-07-01,620817,41446,41189,2646,2629,44092,43818,274,130757,751574,HTML
2016-07-02,620817,41254,41004,2633,2617,43887,43621,266,131023,751840,HTML
2016-07-03,620817,40398,41783,2579,2667,42977,44450,-1473,129550,750367,HTML
2016-07-04,620817,44126,41658,2817,2659,46943,44317,2626,132177,752994,HTML
2016-07-05,620817,47323,41753,3021,2665,50344,44418,5926,138103,758920,HTML
2016-07-06,620817,43988,42299,2808,2700,46796,44999,1797,139900,760717,HTML
2016-07-07,620817,48252,43879,3080,2801,51332,46680,4652,144552,765369,HTML
2016-07-08,620817,39789,45251,2540,2888,42329,48139,-5810,138742,759559,HTML
2016-07-09,620817,43193,45316,2757,2892,45950,48208,-2258,136485,757302,HTML
2016-07-10,620817,44547,44685,2843,2852,47390,47537,-147,136338,757155,HTML
2016-07-11,620817,44499,43229,2840,2759,47339,45988,1351,137689,758506,HTML
2016-07-12,620817,44227,43487,2823,2776,47050,46263,787,138476,759293,HTML
2016-07-13,620817,43746,43756,2792,2793,46538,46549,-11,138465,759282,HTML
2016-07-14,620817,44882,44235,2865,2823,47747,47058,689,139154,759971,HTML
2016-07-15,620817,45143,44259,2881,2825,48024,47084,940,140094,760911,HTML
2016-07-16,620817,45904,44341,2930,2830,48834,47171,1663,141757,762574,HTML
2016-07-17,620817,47371,44756,3024,2857,50395,47613,2782,144539,765356,HTML
2016-07-18,620817,46898,45364,2994,2896,49892,48260,1632,146171,766988,HTML
2016-07-19,620817,46174,46115,2947,2944,49121,49059,62,146233,767050,HTML
2016-07-20,620817,51422,46617,3282,2976,54704,49593,5111,151344,772161,HTML
2016-07-21,620817,48665,47164,3106,3010,51771,50175,1596,152940,773757,HTML
2016-07-22,620817,48625,47999,3104,3064,51729,51063,666,153606,774423,HTML
2016-07-23,620817,47388,48950,3025,3124,50413,52075,-1662,151943,772760,HTML
2016-07-24,620817,43616,48829,2784,3117,46400,51946,-5546,146397,767214,HTML
2016-07-25,620817,49824,48103,3180,3070,53004,51173,1831,148228,769045,HTML
2016-07-26,620817,47953,47064,3061,3004,51014,50068,946,149174,769991,HTML
2016-07-27,620817,50065,46857,3196,2991,53261,49848,3413,152587,773404,HTML
2016-07-28,620817,52357,47895,3342,3057,55699,50952,4747,157334,778151,HTML
2016-07-29,620817,51568,48862,3292,3119,54860,51981,2879,160213,781030,HTML
2016-07-30,620817,55937,50342,3570,3213,59507,53555,5952,166165,786982,HTML
2016-07-31,620817,55840,51619,3564,3295,59404,54914,4490,170655,791472,HTML
2016-08-01,620817,52269,53095,3336,3389,55605,56484,-879,169776,790593,HTML
2016-08-02,620817,46728,54314,2983,3467,49711,57781,-8070,161706,782523,HTML
2016-08-03,620817,49047,53628,3131,3423,52178,57051,-4873,156833,777650,HTML
2016-08-04,620817,51603,51643,3294,3296,54897,54939,-42,156791,777608,HTML
2016-08-05,620817,46565,49814,2972,3180,49537,52994,-3457,153333,774150,HTML
2016-08-06,620817,46019,49296,2937,3147,48956,52443,-3487,149846,770663,HTML
2016-08-07,620817,50006,48786,3192,3114,53198,51900,1298,151144,771961,HTML
2016-08-08,620817,50118,48028,3199,3066,53317,51094,2223,153367,774184,HTML
2016-08-09,620817,48001,48093,3064,3070,51065,51163,-98,153269,774086,HTML
2016-08-10,620817,48840,48692,3117,3108,51957,51800,157,153426,774243,HTML
2016-08-11,620817,49077,49029,3133,3129,52210,52158,52,153478,774295,HTML
2016-08-12,620817,47624,48942,3040,3124,50664,52066,-1402,152076,772893,HTML
2016-08-13,620817,49874,48738,3183,3111,53057,51849,1208,153284,774101,HTML
2016-08-14,620817,52648,48638,3360,3105,56008,51743,4265,157549,778366,HTML
2016-08-15,620817,51319,49101,3276,3134,54595,52235,2360,159909,780726,HTML
2016-08-16,620817,49202,50182,3141,3203,52343,53385,-1042,158867,779684,HTML
